,kind,etag,id,snippet,contentDetails,statistics
0,youtube#video,MRlG5fQP09pU21fQt0t09rI1Ek8,m3nyTAb9Xts,"{'publishedAt': '2021-10-30T21:00:33Z', 'channelId': 'UC6yW44UGJJBvYTlfC7CRg2Q', 'title': 'Ronaldo, Cavani & Rashford seal vital win | Highlights | Tottenham Hotspur 0-3 Manchester United', 'description': ""See all the highlights from Tottenham Hotspur Stadium, as goals from Cristiano Ronaldo, Edinson Cavani and Marcus Rashford gave Ole Gunnar Solskjaer's side a vital three points at Spurs in the Premier League.\n\nSubscribe to Manchester United on YouTube at http://bit.ly/ManU_YT\r\nVisit Manchester United at http://www.manutd.com\r\nLike Manchester United on Facebook at http://www.facebook.com/manchesterunited\r\nFollow Manchester United on Twitter at http://www.twitter.com/ManUtd\r\nFollow Manchester on Instagram at http://www.instagram.com/manchesterunited\r\nSubscribe to MUTV at https://bit.ly/2L9ymRs"", 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/m3nyTAb9Xts/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/m3nyTAb9Xts/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/m3nyTAb9Xts/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/m3nyTAb9Xts/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/m3nyTAb9Xts/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Manchester United', 'tags': ['manchester united', 'mufc', 'man utd', 'manutd', 'mu', 'ggmu', 'old trafford', 'goals', 'highlights', 'spurs', 'tottenham hotspur', 'premier league', 'edinson cavani', 'cristiano ronaldo', 'bruno fernandes', 'fred', 'marcus rashford', 'ole gunnar solskjaer'], 'categoryId': '17', 'liveBroadcastContent': 'none', 'defaultLanguage': 'en-GB', 'localized': {'title': 'Ronaldo, Cavani & Rashford seal vital win | Highlights | Tottenham Hotspur 0-3 Manchester United', 'description': ""See all the highlights from Tottenham Hotspur Stadium, as goals from Cristiano Ronaldo, Edinson Cavani and Marcus Rashford gave Ole Gunnar Solskjaer's side a vital three points at Spurs in the Premier League.\n\nSubscribe to Manchester United on YouTube at http://bit.ly/ManU_YT\r\nVisit Manchester United at http://www.manutd.com\r\nLike Manchester United on Facebook at http://www.facebook.com/manchesterunited\r\nFollow Manchester United on Twitter at http://www.twitter.com/ManUtd\r\nFollow Manchester on Instagram at http://www.instagram.com/manchesterunited\r\nSubscribe to MUTV at https://bit.ly/2L9ymRs""}, 'defaultAudioLanguage': 'en-GB'}","{'duration': 'PT2M53S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}","{'viewCount': '5748994', 'likeCount': '133849', 'dislikeCount': '2150', 'favoriteCount': '0', 'commentCount': '6006'}"
